pipeline,identifier_type,identifier,eid,pid,probe_name,request_kind,object_or_dataset,collection,required,purpose
opto_behavior,eid,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,3047075f-fe45-4a2d-8cf7-7b20210b1073,3047075f-fe45-4a2d-8cf7-7b20210b1073,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,3047075f-fe45-4a2d-8cf7-7b20210b1073,3047075f-fe45-4a2d-8cf7-7b20210b1073,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,3047075f-fe45-4a2d-8cf7-7b20210b1073,3047075f-fe45-4a2d-8cf7-7b20210b1073,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
